开奖时间	期号	佰	拾	个	开奖号码	总和	大小	单双	龙虎和	番	番数值
2025-12-23 13:00:00	3375288	6	9	2	6,9,2	17	大	单	龙	1番	1
2025-12-23 13:03:30	3375289	9	6	2	9,6,2	17	大	单	龙	1番	1
2025-12-23 13:07:00	3375290	4	9	2	4,9,2	15	大	单	龙	3番	3
2025-12-23 13:10:30	3375291	9	0	0	9,0,0	9	小	单	龙	1番	1
2025-12-23 13:14:00	3375292	1	5	0	1,5,0	6	小	双	龙	2番	2
2025-12-23 13:17:30	3375293	5	7	2	5,7,2	14	大	双	龙	2番	2
2025-12-23 13:21:00	3375294	8	8	0	8,8,0	16	大	双	龙	4番	4
2025-12-23 13:24:30	3375295	9	7	8	9,7,8	24	大	双	龙	4番	4
2025-12-23 13:28:00	3375296	9	1	9	9,1,9	19	大	单	和	3番	3
2025-12-23 13:31:30	3375297	2	6	5	2,6,5	13	小	单	虎	1番	1
2025-12-23 13:35:00	3375298	7	6	9	7,6,9	22	大	双	虎	2番	2
2025-12-23 13:38:30	3375299	0	4	8	0,4,8	12	小	双	虎	4番	4
2025-12-23 13:42:00	3375300	3	1	0	3,1,0	4	小	双	龙	4番	4
2025-12-23 13:45:30	3375301	1	5	4	1,5,4	10	小	双	虎	2番	2
2025-12-23 13:49:00	3375302	1	2	0	1,2,0	3	小	单	龙	3番	3
2025-12-23 13:52:30	3375303	0	1	3	0,1,3	4	小	双	虎	4番	4
2025-12-23 13:56:00	3375304	6	4	5	6,4,5	15	大	单	龙	3番	3
2025-12-23 13:59:30	3375305	4	6	3	4,6,3	13	小	单	龙	1番	1
2025-12-23 14:03:00	3375306	7	8	5	7,8,5	20	大	双	龙	4番	4
2025-12-23 14:06:30	3375307	2	1	1	2,1,1	4	小	双	龙	4番	4
2025-12-23 14:10:00	3375308	7	5	7	7,5,7	19	大	单	和	3番	3
2025-12-23 14:13:30	3375309	2	6	2	2,6,2	10	小	双	和	2番	2
2025-12-23 14:17:00	3375310	8	5	7	8,5,7	20	大	双	龙	4番	4
2025-12-23 14:20:30	3375311	4	6	9	4,6,9	19	大	单	虎	3番	3
2025-12-23 14:24:00	3375312	1	1	5	1,1,5	7	小	单	虎	3番	3
2025-12-23 14:27:30	3375313	5	8	1	5,8,1	14	大	双	龙	2番	2
2025-12-23 14:31:00	3375314	9	1	1	9,1,1	11	小	单	龙	3番	3
2025-12-23 14:34:30	3375315	3	4	0	3,4,0	7	小	单	龙	3番	3
2025-12-23 14:38:00	3375316	4	7	2	4,7,2	13	小	单	龙	1番	1
2025-12-23 14:41:30	3375317	3	6	4	3,6,4	13	小	单	虎	1番	1
2025-12-23 14:45:00	3375318	0	0	1	0,0,1	1	小	单	虎	1番	1
2025-12-23 14:48:30	3375319	8	9	2	8,9,2	19	大	单	龙	3番	3
2025-12-23 14:52:00	3375320	2	0	8	2,0,8	10	小	双	虎	2番	2
2025-12-23 14:55:30	3375321	4	1	3	4,1,3	8	小	双	龙	4番	4
2025-12-23 14:59:00	3375322	4	1	4	4,1,4	9	小	单	和	1番	1
2025-12-23 15:02:30	3375323	2	6	3	2,6,3	11	小	单	虎	3番	3
2025-12-23 15:06:00	3375324	0	5	1	0,5,1	6	小	双	虎	2番	2
2025-12-23 15:09:30	3375325	4	3	5	4,3,5	12	小	双	虎	4番	4
2025-12-23 15:13:00	3375326	3	0	9	3,0,9	12	小	双	虎	4番	4
2025-12-23 15:16:30	3375327	1	5	0	1,5,0	6	小	双	龙	2番	2
2025-12-23 15:20:00	3375328	0	0	7	0,0,7	7	小	单	虎	3番	3
2025-12-23 15:23:30	3375329	9	6	1	9,6,1	16	大	双	龙	4番	4
2025-12-23 15:27:00	3375330	2	3	8	2,3,8	13	小	单	虎	1番	1
2025-12-23 15:30:30	3375331	6	3	1	6,3,1	10	小	双	龙	2番	2
2025-12-23 15:34:00	3375332	0	8	9	0,8,9	17	大	单	虎	1番	1
2025-12-23 15:37:30	3375333	7	8	6	7,8,6	21	大	单	龙	1番	1
2025-12-23 15:41:00	3375334	5	4	9	5,4,9	18	大	双	虎	2番	2
2025-12-23 15:44:30	3375335	4	8	1	4,8,1	13	小	单	龙	1番	1
2025-12-23 15:48:00	3375336	1	3	6	1,3,6	10	小	双	虎	2番	2
2025-12-23 15:51:30	3375337	7	3	5	7,3,5	15	大	单	龙	3番	3
2025-12-23 15:55:00	3375338	8	1	5	8,1,5	14	大	双	龙	2番	2
2025-12-23 15:58:30	3375339	2	9	4	2,9,4	15	大	单	虎	3番	3
2025-12-23 16:02:00	3375340	6	8	2	6,8,2	16	大	双	龙	4番	4
2025-12-23 16:05:30	3375341	2	5	0	2,5,0	7	小	单	龙	3番	3
2025-12-23 16:09:00	3375342	4	1	6	4,1,6	11	小	单	虎	3番	3
2025-12-23 16:12:30	3375343	3	7	4	3,7,4	14	大	双	虎	2番	2
2025-12-23 16:16:00	3375344	0	0	5	0,0,5	5	小	单	虎	1番	1
2025-12-23 16:19:30	3375345	8	9	9	8,9,9	26	大	双	虎	2番	2
2025-12-23 16:23:00	3375346	2	2	9	2,2,9	13	小	单	虎	1番	1
2025-12-23 16:26:30	3375347	4	7	3	4,7,3	14	大	双	龙	2番	2
2025-12-23 16:30:00	3375348	8	6	2	8,6,2	16	大	双	龙	4番	4
2025-12-23 16:33:30	3375349	7	2	4	7,2,4	13	小	单	龙	1番	1
2025-12-23 16:37:00	3375350	5	1	1	5,1,1	7	小	单	龙	3番	3
2025-12-23 16:40:30	3375351	5	8	2	5,8,2	15	大	单	龙	3番	3
2025-12-23 16:44:00	3375352	2	7	8	2,7,8	17	大	单	虎	1番	1
2025-12-23 16:47:30	3375353	6	3	2	6,3,2	11	小	单	龙	3番	3
2025-12-23 16:51:00	3375354	9	3	4	9,3,4	16	大	双	龙	4番	4
2025-12-23 16:54:30	3375355	5	0	7	5,0,7	12	小	双	虎	4番	4
2025-12-23 16:58:00	3375356	5	7	1	5,7,1	13	小	单	龙	1番	1
2025-12-23 17:01:30	3375357	9	5	5	9,5,5	19	大	单	龙	3番	3
2025-12-23 17:05:00	3375358	5	4	1	5,4,1	10	小	双	龙	2番	2
2025-12-23 17:08:30	3375359	2	5	2	2,5,2	9	小	单	和	1番	1
2025-12-23 17:12:00	3375360	0	3	7	0,3,7	10	小	双	虎	2番	2
2025-12-23 17:15:30	3375361	4	0	3	4,0,3	7	小	单	龙	3番	3
2025-12-23 17:19:00	3375362	3	2	4	3,2,4	9	小	单	虎	1番	1
2025-12-23 17:22:30	3375363	5	7	7	5,7,7	19	大	单	虎	3番	3
2025-12-23 17:26:00	3375364	9	2	5	9,2,5	16	大	双	龙	4番	4
2025-12-23 17:29:30	3375365	8	1	1	8,1,1	10	小	双	龙	2番	2
2025-12-23 17:33:00	3375366	9	7	5	9,7,5	21	大	单	龙	1番	1
2025-12-23 17:36:30	3375367	9	9	9	9,9,9	27	大	单	和	3番	3
2025-12-23 17:40:00	3375368	0	4	3	0,4,3	7	小	单	虎	3番	3
2025-12-23 17:43:30	3375369	2	2	8	2,2,8	12	小	双	虎	4番	4
2025-12-23 17:47:00	3375370	9	5	2	9,5,2	16	大	双	龙	4番	4
2025-12-23 17:50:30	3375371	6	2	9	6,2,9	17	大	单	虎	1番	1
2025-12-23 17:54:00	3375372	6	8	2	6,8,2	16	大	双	龙	4番	4
2025-12-23 17:57:30	3375373	8	2	3	8,2,3	13	小	单	龙	1番	1
2025-12-23 18:01:00	3375374	2	6	8	2,6,8	16	大	双	虎	4番	4
2025-12-23 18:04:30	3375375	7	5	0	7,5,0	12	小	双	龙	4番	4
2025-12-23 18:08:00	3375376	1	0	1	1,0,1	2	小	双	和	2番	2
2025-12-23 18:11:30	3375377	9	4	3	9,4,3	16	大	双	龙	4番	4
2025-12-23 18:15:00	3375378	6	5	8	6,5,8	19	大	单	虎	3番	3
2025-12-23 18:18:30	3375379	8	6	4	8,6,4	18	大	双	龙	2番	2
2025-12-23 18:22:00	3375380	1	9	2	1,9,2	12	小	双	虎	4番	4
2025-12-23 18:25:30	3375381	2	9	5	2,9,5	16	大	双	虎	4番	4
2025-12-23 18:29:00	3375382	1	1	7	1,1,7	9	小	单	虎	1番	1
2025-12-23 18:32:30	3375383	0	5	6	0,5,6	11	小	单	虎	3番	3
2025-12-23 18:36:00	3375384	0	6	0	0,6,0	6	小	双	和	2番	2
2025-12-23 18:39:30	3375385	4	7	2	4,7,2	13	小	单	龙	1番	1
2025-12-23 18:43:00	3375386	2	0	0	2,0,0	2	小	双	龙	2番	2
2025-12-23 18:46:30	3375387	5	7	2	5,7,2	14	大	双	龙	2番	2
2025-12-23 18:50:00	3375388	6	0	3	6,0,3	9	小	单	龙	1番	1
2025-12-23 18:53:30	3375389	4	3	9	4,3,9	16	大	双	虎	4番	4
2025-12-23 18:57:00	3375390	1	1	0	1,1,0	2	小	双	龙	2番	2
2025-12-23 19:00:30	3375391	0	7	6	0,7,6	13	小	单	虎	1番	1
2025-12-23 19:04:00	3375392	8	2	4	8,2,4	14	大	双	龙	2番	2
2025-12-23 19:07:30	3375393	1	5	0	1,5,0	6	小	双	龙	2番	2
2025-12-23 19:11:00	3375394	2	7	1	2,7,1	10	小	双	龙	2番	2
2025-12-23 19:14:30	3375395	5	9	2	5,9,2	16	大	双	龙	4番	4
2025-12-23 19:18:00	3375396	2	7	4	2,7,4	13	小	单	虎	1番	1
2025-12-23 19:21:30	3375397	7	0	2	7,0,2	9	小	单	龙	1番	1
2025-12-23 19:25:00	3375398	7	2	7	7,2,7	16	大	双	和	4番	4
2025-12-23 19:28:30	3375399	0	7	1	0,7,1	8	小	双	虎	4番	4
2025-12-23 19:32:00	3375400	6	8	0	6,8,0	14	大	双	龙	2番	2
2025-12-23 19:35:30	3375401	0	4	9	0,4,9	13	小	单	虎	1番	1
2025-12-23 19:39:00	3375402	6	9	5	6,9,5	20	大	双	龙	4番	4
2025-12-23 19:42:30	3375403	0	4	1	0,4,1	5	小	单	虎	1番	1
2025-12-23 19:46:00	3375404	3	7	5	3,7,5	15	大	单	虎	3番	3
2025-12-23 19:49:30	3375405	7	1	8	7,1,8	16	大	双	虎	4番	4
2025-12-23 19:53:00	3375406	6	3	7	6,3,7	16	大	双	虎	4番	4
2025-12-23 19:56:30	3375407	1	7	9	1,7,9	17	大	单	虎	1番	1
2025-12-23 20:00:00	3375408	0	9	7	0,9,7	16	大	双	虎	4番	4
2025-12-23 20:03:30	3375409	8	3	2	8,3,2	13	小	单	龙	1番	1
2025-12-23 20:40:00	3375410	4	5	4	4,5,4	13	小	单	和	1番	1
2025-12-23 20:43:30	3375411	9	8	1	9,8,1	18	大	双	龙	2番	2
2025-12-23 20:47:00	3375412	7	6	8	7,6,8	21	大	单	虎	1番	1
2025-12-23 20:50:30	3375413	3	7	0	3,7,0	10	小	双	龙	2番	2
2025-12-23 20:54:00	3375414	2	7	3	2,7,3	12	小	双	虎	4番	4
2025-12-23 20:57:30	3375415	6	3	7	6,3,7	16	大	双	虎	4番	4
2025-12-23 21:01:00	3375416	7	7	6	7,7,6	20	大	双	龙	4番	4
2025-12-23 21:04:30	3375417	5	3	9	5,3,9	17	大	单	虎	1番	1
2025-12-23 21:08:00	3375418	3	1	0	3,1,0	4	小	双	龙	4番	4
2025-12-23 21:11:30	3375419	2	0	0	2,0,0	2	小	双	龙	2番	2
2025-12-23 21:15:00	3375420	9	1	6	9,1,6	16	大	双	龙	4番	4
2025-12-23 21:18:30	3375421	8	7	9	8,7,9	24	大	双	虎	4番	4
2025-12-23 21:22:00	3375422	9	9	9	9,9,9	27	大	单	和	3番	3
2025-12-23 21:25:30	3375423	0	7	9	0,7,9	16	大	双	虎	4番	4
2025-12-23 21:29:00	3375424	7	7	9	7,7,9	23	大	单	虎	3番	3
2025-12-23 21:32:30	3375425	2	3	0	2,3,0	5	小	单	龙	1番	1
2025-12-23 21:36:00	3375426	4	4	1	4,4,1	9	小	单	龙	1番	1
2025-12-23 21:39:30	3375427	7	4	8	7,4,8	19	大	单	虎	3番	3
2025-12-23 21:43:00	3375428	9	9	4	9,9,4	22	大	双	龙	2番	2
2025-12-23 21:46:30	3375429	2	3	8	2,3,8	13	小	单	虎	1番	1
2025-12-23 21:50:00	3375430	4	4	5	4,4,5	13	小	单	虎	1番	1
2025-12-23 21:53:30	3375431	2	2	0	2,2,0	4	小	双	龙	4番	4
2025-12-23 21:57:00	3375432	9	5	0	9,5,0	14	大	双	龙	2番	2
2025-12-23 22:00:30	3375433	2	8	6	2,8,6	16	大	双	虎	4番	4
2025-12-23 22:04:00	3375434	0	6	9	0,6,9	15	大	单	虎	3番	3
2025-12-23 22:07:30	3375435	4	8	4	4,8,4	16	大	双	和	4番	4
2025-12-23 22:11:00	3375436	6	8	6	6,8,6	20	大	双	和	4番	4
2025-12-23 22:14:30	3375437	1	8	8	1,8,8	17	大	单	虎	1番	1
2025-12-23 22:18:00	3375438	4	1	0	4,1,0	5	小	单	龙	1番	1
2025-12-23 22:21:30	3375439	5	6	2	5,6,2	13	小	单	龙	1番	1
2025-12-23 22:25:00	3375440	5	1	0	5,1,0	6	小	双	龙	2番	2
2025-12-23 22:28:30	3375441	2	9	7	2,9,7	18	大	双	虎	2番	2
2025-12-23 22:32:00	3375442	0	5	0	0,5,0	5	小	单	和	1番	1
2025-12-23 22:35:30	3375443	3	9	6	3,9,6	18	大	双	虎	2番	2
2025-12-23 22:39:00	3375444	7	3	9	7,3,9	19	大	单	虎	3番	3
2025-12-23 22:42:30	3375445	9	4	7	9,4,7	20	大	双	龙	4番	4
2025-12-23 22:46:00	3375446	2	1	9	2,1,9	12	小	双	虎	4番	4
2025-12-23 22:49:30	3375447	9	1	4	9,1,4	14	大	双	龙	2番	2
2025-12-23 22:53:00	3375448	8	0	4	8,0,4	12	小	双	龙	4番	4
2025-12-23 22:56:30	3375449	6	9	1	6,9,1	16	大	双	龙	4番	4
2025-12-23 23:00:00	3375450	6	7	9	6,7,9	22	大	双	虎	2番	2
2025-12-23 23:03:30	3375451	6	8	3	6,8,3	17	大	单	龙	1番	1
2025-12-23 23:07:00	3375452	8	9	3	8,9,3	20	大	双	龙	4番	4
2025-12-23 23:10:30	3375453	1	2	9	1,2,9	12	小	双	虎	4番	4
2025-12-23 23:14:00	3375454	1	3	6	1,3,6	10	小	双	虎	2番	2
2025-12-23 23:17:30	3375455	4	6	2	4,6,2	12	小	双	龙	4番	4
2025-12-23 23:21:00	3375456	3	2	7	3,2,7	12	小	双	虎	4番	4
2025-12-23 23:24:30	3375457	5	4	8	5,4,8	17	大	单	虎	1番	1
2025-12-23 23:28:00	3375458	9	4	9	9,4,9	22	大	双	和	2番	2
2025-12-23 23:31:30	3375459	5	4	5	5,4,5	14	大	双	和	2番	2
2025-12-23 23:35:00	3375460	1	6	5	1,6,5	12	小	双	虎	4番	4
2025-12-23 23:38:30	3375461	4	6	9	4,6,9	19	大	单	虎	3番	3
2025-12-23 23:42:00	3375462	5	6	2	5,6,2	13	小	单	龙	1番	1
2025-12-23 23:45:30	3375463	0	8	5	0,8,5	13	小	单	虎	1番	1
2025-12-23 23:49:00	3375464	6	8	8	6,8,8	22	大	双	虎	2番	2
2025-12-23 23:52:30	3375465	4	2	6	4,2,6	12	小	双	虎	4番	4
2025-12-23 23:56:00	3375466	3	1	1	3,1,1	5	小	单	龙	1番	1
2025-12-23 23:59:30	3375467	8	0	6	8,0,6	14	大	双	龙	2番	2
2025-12-24 00:03:00	3375468	0	0	6	0,0,6	6	小	双	虎	2番	2
2025-12-24 00:06:30	3375469	0	9	6	0,9,6	15	大	单	虎	3番	3
2025-12-24 00:10:00	3375470	8	3	2	8,3,2	13	小	单	龙	1番	1
2025-12-24 00:13:30	3375471	6	9	8	6,9,8	23	大	单	虎	3番	3
2025-12-24 00:17:00	3375472	5	4	6	5,4,6	15	大	单	虎	3番	3
2025-12-24 00:20:30	3375473	0	9	5	0,9,5	14	大	双	虎	2番	2
2025-12-24 00:24:00	3375474	9	5	3	9,5,3	17	大	单	龙	1番	1
2025-12-24 00:27:30	3375475	5	3	2	5,3,2	10	小	双	龙	2番	2
2025-12-24 00:31:00	3375476	8	3	3	8,3,3	14	大	双	龙	2番	2
2025-12-24 00:34:30	3375477	2	0	0	2,0,0	2	小	双	龙	2番	2
2025-12-24 00:38:00	3375478	5	7	0	5,7,0	12	小	双	龙	4番	4
2025-12-24 00:41:30	3375479	2	3	4	2,3,4	9	小	单	虎	1番	1
2025-12-24 00:45:00	3375480	9	1	2	9,1,2	12	小	双	龙	4番	4
2025-12-24 00:48:30	3375481	5	9	8	5,9,8	22	大	双	虎	2番	2
2025-12-24 00:52:00	3375482	4	6	9	4,6,9	19	大	单	虎	3番	3
2025-12-24 00:55:30	3375483	1	5	7	1,5,7	13	小	单	虎	1番	1
2025-12-24 00:59:00	3375484	3	4	8	3,4,8	15	大	单	虎	3番	3
2025-12-24 01:02:30	3375485	5	5	7	5,5,7	17	大	单	虎	1番	1
2025-12-24 01:06:00	3375486	8	0	9	8,0,9	17	大	单	虎	1番	1
2025-12-24 01:09:30	3375487	8	4	9	8,4,9	21	大	单	虎	1番	1
2025-12-24 01:13:00	3375488	4	9	1	4,9,1	14	大	双	龙	2番	2
2025-12-24 01:16:30	3375489	2	9	9	2,9,9	20	大	双	虎	4番	4
2025-12-24 01:20:00	3375490	1	4	0	1,4,0	5	小	单	龙	1番	1
2025-12-24 01:23:30	3375491	1	2	8	1,2,8	11	小	单	虎	3番	3
2025-12-24 01:27:00	3375492	5	9	8	5,9,8	22	大	双	虎	2番	2
2025-12-24 01:30:30	3375493	2	2	1	2,2,1	5	小	单	龙	1番	1
2025-12-24 01:34:00	3375494	2	9	8	2,9,8	19	大	单	虎	3番	3
2025-12-24 01:37:30	3375495	3	1	9	3,1,9	13	小	单	虎	1番	1
2025-12-24 01:41:00	3375496	7	9	3	7,9,3	19	大	单	龙	3番	3
2025-12-24 01:44:30	3375497	5	5	6	5,5,6	16	大	双	虎	4番	4
2025-12-24 01:48:00	3375498	4	7	7	4,7,7	18	大	双	虎	2番	2
2025-12-24 01:51:30	3375499	2	7	7	2,7,7	16	大	双	虎	4番	4
2025-12-24 01:55:00	3375500	8	1	8	8,1,8	17	大	单	和	1番	1
2025-12-24 01:58:30	3375501	8	5	9	8,5,9	22	大	双	虎	2番	2
2025-12-24 02:02:00	3375502	3	5	5	3,5,5	13	小	单	虎	1番	1
2025-12-24 02:05:30	3375503	6	2	8	6,2,8	16	大	双	虎	4番	4
2025-12-24 02:09:00	3375504	3	2	3	3,2,3	8	小	双	和	4番	4
2025-12-24 02:12:30	3375505	0	9	3	0,9,3	12	小	双	虎	4番	4
2025-12-24 02:16:00	3375506	3	0	0	3,0,0	3	小	单	龙	3番	3
2025-12-24 02:19:30	3375507	6	0	3	6,0,3	9	小	单	龙	1番	1
2025-12-24 02:23:00	3375508	7	9	8	7,9,8	24	大	双	虎	4番	4
2025-12-24 02:26:30	3375509	3	4	0	3,4,0	7	小	单	龙	3番	3
2025-12-24 02:30:00	3375510	7	1	0	7,1,0	8	小	双	龙	4番	4
2025-12-24 02:33:30	3375511	2	0	3	2,0,3	5	小	单	虎	1番	1
2025-12-24 02:37:00	3375512	2	9	4	2,9,4	15	大	单	虎	3番	3
2025-12-24 02:40:30	3375513	6	5	5	6,5,5	16	大	双	龙	4番	4
2025-12-24 02:44:00	3375514	2	6	4	2,6,4	12	小	双	虎	4番	4
2025-12-24 02:47:30	3375515	5	1	6	5,1,6	12	小	双	虎	4番	4
2025-12-24 02:51:00	3375516	9	6	0	9,6,0	15	大	单	龙	3番	3
2025-12-24 02:54:30	3375517	7	6	0	7,6,0	13	小	单	龙	1番	1
2025-12-24 02:58:00	3375518	9	9	3	9,9,3	21	大	单	龙	1番	1
2025-12-24 03:01:30	3375519	8	7	5	8,7,5	20	大	双	龙	4番	4
2025-12-24 03:05:00	3375520	3	7	7	3,7,7	17	大	单	虎	1番	1
2025-12-24 03:08:30	3375521	5	7	5	5,7,5	17	大	单	和	1番	1
2025-12-24 03:12:00	3375522	3	8	7	3,8,7	18	大	双	虎	2番	2
2025-12-24 03:15:30	3375523	2	6	7	2,6,7	15	大	单	虎	3番	3
2025-12-24 03:19:00	3375524	3	9	3	3,9,3	15	大	单	和	3番	3
2025-12-24 03:22:30	3375525	8	1	1	8,1,1	10	小	双	龙	2番	2
2025-12-24 03:26:00	3375526	2	4	6	2,4,6	12	小	双	虎	4番	4
2025-12-24 03:29:30	3375527	5	3	3	5,3,3	11	小	单	龙	3番	3
2025-12-24 03:33:00	3375528	1	6	7	1,6,7	14	大	双	虎	2番	2
2025-12-24 03:36:30	3375529	3	2	8	3,2,8	13	小	单	虎	1番	1
2025-12-24 03:40:00	3375530	8	5	6	8,5,6	19	大	单	龙	3番	3
2025-12-24 03:43:30	3375531	5	8	2	5,8,2	15	大	单	龙	3番	3
2025-12-24 03:47:00	3375532	1	6	6	1,6,6	13	小	单	虎	1番	1
2025-12-24 03:50:30	3375533	0	4	3	0,4,3	7	小	单	虎	3番	3
2025-12-24 03:54:00	3375534	1	3	6	1,3,6	10	小	双	虎	2番	2
2025-12-24 03:57:30	3375535	1	5	5	1,5,5	11	小	单	虎	3番	3
2025-12-24 04:01:00	3375536	8	7	7	8,7,7	22	大	双	龙	2番	2
2025-12-24 04:04:30	3375537	1	2	0	1,2,0	3	小	单	龙	3番	3
2025-12-24 04:08:00	3375538	5	1	0	5,1,0	6	小	双	龙	2番	2
2025-12-24 04:11:30	3375539	6	6	0	6,6,0	12	小	双	龙	4番	4
2025-12-24 04:15:00	3375540	4	4	5	4,4,5	13	小	单	虎	1番	1
2025-12-24 04:18:30	3375541	3	0	3	3,0,3	6	小	双	和	2番	2
2025-12-24 04:22:00	3375542	1	0	0	1,0,0	1	小	单	龙	1番	1
2025-12-24 04:25:30	3375543	7	3	8	7,3,8	18	大	双	虎	2番	2
2025-12-24 04:29:00	3375544	0	0	0	0,0,0	0	小	双	和	4番	4
2025-12-24 04:32:30	3375545	8	1	3	8,1,3	12	小	双	龙	4番	4
2025-12-24 04:36:00	3375546	8	2	3	8,2,3	13	小	单	龙	1番	1
2025-12-24 04:39:30	3375547	3	8	7	3,8,7	18	大	双	虎	2番	2
2025-12-24 04:43:00	3375548	2	7	6	2,7,6	15	大	单	虎	3番	3
2025-12-24 04:46:30	3375549	9	7	8	9,7,8	24	大	双	龙	4番	4
2025-12-24 04:50:00	3375550	3	2	6	3,2,6	11	小	单	虎	3番	3
2025-12-24 04:53:30	3375551	8	7	5	8,7,5	20	大	双	龙	4番	4
2025-12-24 04:57:00	3375552	6	3	8	6,3,8	17	大	单	虎	1番	1
2025-12-24 05:00:30	3375553	7	9	3	7,9,3	19	大	单	龙	3番	3
2025-12-24 05:04:00	3375554	9	4	4	9,4,4	17	大	单	龙	1番	1
2025-12-24 05:07:30	3375555	0	0	3	0,0,3	3	小	单	虎	3番	3
2025-12-24 05:11:00	3375556	0	1	1	0,1,1	2	小	双	虎	2番	2
2025-12-24 05:14:30	3375557	9	6	9	9,6,9	24	大	双	和	4番	4
2025-12-24 05:18:00	3375558	0	6	5	0,6,5	11	小	单	虎	3番	3
2025-12-24 05:21:30	3375559	0	9	4	0,9,4	13	小	单	虎	1番	1
2025-12-24 05:25:00	3375560	4	7	7	4,7,7	18	大	双	虎	2番	2
2025-12-24 05:28:30	3375561	6	9	9	6,9,9	24	大	双	虎	4番	4
2025-12-24 05:32:00	3375562	6	2	7	6,2,7	15	大	单	虎	3番	3
2025-12-24 05:35:30	3375563	4	1	5	4,1,5	10	小	双	虎	2番	2
2025-12-24 05:39:00	3375564	6	7	1	6,7,1	14	大	双	龙	2番	2
2025-12-24 05:42:30	3375565	6	2	6	6,2,6	14	大	双	和	2番	2
2025-12-24 05:46:00	3375566	9	9	4	9,9,4	22	大	双	龙	2番	2
2025-12-24 05:49:30	3375567	6	7	4	6,7,4	17	大	单	龙	1番	1
2025-12-24 05:53:00	3375568	7	4	6	7,4,6	17	大	单	龙	1番	1
2025-12-24 05:56:30	3375569	3	4	5	3,4,5	12	小	双	虎	4番	4
2025-12-24 06:00:00	3375570	4	7	2	4,7,2	13	小	单	龙	1番	1
2025-12-24 06:03:30	3375571	2	2	8	2,2,8	12	小	双	虎	4番	4
2025-12-24 06:07:00	3375572	8	6	5	8,6,5	19	大	单	龙	3番	3
2025-12-24 06:10:30	3375573	6	3	9	6,3,9	18	大	双	虎	2番	2
2025-12-24 06:14:00	3375574	6	6	8	6,6,8	20	大	双	虎	4番	4
2025-12-24 06:17:30	3375575	3	0	2	3,0,2	5	小	单	龙	1番	1
2025-12-24 06:21:00	3375576	5	8	9	5,8,9	22	大	双	虎	2番	2
2025-12-24 06:24:30	3375577	8	4	0	8,4,0	12	小	双	龙	4番	4
2025-12-24 06:28:00	3375578	5	1	5	5,1,5	11	小	单	和	3番	3
2025-12-24 06:31:30	3375579	0	5	2	0,5,2	7	小	单	虎	3番	3
2025-12-24 06:35:00	3375580	2	8	0	2,8,0	10	小	双	龙	2番	2
2025-12-24 06:38:30	3375581	8	7	8	8,7,8	23	大	单	和	3番	3
2025-12-24 06:42:00	3375582	3	2	2	3,2,2	7	小	单	龙	3番	3
2025-12-24 06:45:30	3375583	8	9	9	8,9,9	26	大	双	虎	2番	2
2025-12-24 06:49:00	3375584	0	9	5	0,9,5	14	大	双	虎	2番	2
2025-12-24 06:52:30	3375585	6	1	6	6,1,6	13	小	单	和	1番	1
2025-12-24 06:56:00	3375586	2	2	1	2,2,1	5	小	单	龙	1番	1
2025-12-24 06:59:30	3375587	8	8	5	8,8,5	21	大	单	龙	1番	1
2025-12-24 07:03:00	3375588	6	2	5	6,2,5	13	小	单	龙	1番	1
2025-12-24 07:06:30	3375589	2	4	5	2,4,5	11	小	单	虎	3番	3
2025-12-24 07:10:00	3375590	1	6	5	1,6,5	12	小	双	虎	4番	4
2025-12-24 07:13:30	3375591	1	0	5	1,0,5	6	小	双	虎	2番	2
2025-12-24 07:17:00	3375592	9	0	6	9,0,6	15	大	单	龙	3番	3
2025-12-24 07:20:30	3375593	5	8	3	5,8,3	16	大	双	龙	4番	4
2025-12-24 07:24:00	3375594	2	2	5	2,2,5	9	小	单	虎	1番	1
2025-12-24 07:27:30	3375595	3	9	7	3,9,7	19	大	单	虎	3番	3
2025-12-24 07:31:00	3375596	2	8	6	2,8,6	16	大	双	虎	4番	4
2025-12-24 07:34:30	3375597	6	1	5	6,1,5	12	小	双	龙	4番	4
2025-12-24 07:38:00	3375598	8	5	9	8,5,9	22	大	双	虎	2番	2
2025-12-24 07:41:30	3375599	9	4	3	9,4,3	16	大	双	龙	4番	4
2025-12-24 07:45:00	3375600	0	6	8	0,6,8	14	大	双	虎	2番	2
2025-12-24 07:48:30	3375601	1	3	9	1,3,9	13	小	单	虎	1番	1
2025-12-24 07:52:00	3375602	8	0	9	8,0,9	17	大	单	虎	1番	1
2025-12-24 07:55:30	3375603	6	1	0	6,1,0	7	小	单	龙	3番	3
2025-12-24 07:59:00	3375604	0	1	3	0,1,3	4	小	双	虎	4番	4
2025-12-24 08:02:30	3375605	8	8	7	8,8,7	23	大	单	龙	3番	3
2025-12-24 08:06:00	3375606	1	7	7	1,7,7	15	大	单	虎	3番	3
2025-12-24 08:09:30	3375607	4	5	8	4,5,8	17	大	单	虎	1番	1
2025-12-24 08:13:00	3375608	4	0	1	4,0,1	5	小	单	龙	1番	1
2025-12-24 08:16:30	3375609	2	5	8	2,5,8	15	大	单	虎	3番	3
2025-12-24 08:20:00	3375610	9	9	4	9,9,4	22	大	双	龙	2番	2
2025-12-24 08:23:30	3375611	7	4	6	7,4,6	17	大	单	龙	1番	1
2025-12-24 08:27:00	3375612	2	4	3	2,4,3	9	小	单	虎	1番	1
